time_Rn	CH4_Rn
11/6/15 22:03	20.486659
11/6/15 22:04	21.901628
11/6/15 22:05	21.951014
11/6/15 22:06	21.990637
11/6/15 22:07	21.931489
11/6/15 22:08	21.899905
11/6/15 22:09	21.921727
11/6/15 22:10	21.91139
11/6/15 22:11	21.868895
11/6/15 22:12	21.918281
11/6/15 22:13	21.849944
11/6/15 22:14	21.864875
11/6/15 22:15	21.856261
11/6/15 22:16	21.83042
11/6/15 22:17	21.843628
11/6/15 22:18	21.84535
11/6/15 22:19	21.819509
11/6/15 22:20	21.84535
11/6/15 22:21	21.824677
11/6/15 22:22	21.767826
11/6/15 22:23	21.864301
11/6/15 22:24	21.84937
11/6/15 22:25	21.836162
11/6/15 22:26	21.881529
11/6/15 22:27	21.839608
11/6/15 22:28	21.836162
11/6/15 22:29	21.906222
11/6/15 22:30	21.810321
11/6/15 22:31	21.839608
11/6/15 22:32	21.814915
11/6/15 22:33	21.788499
11/6/15 22:34	21.883251
11/6/15 22:35	21.819509
11/6/15 22:36	21.8264
11/6/15 22:37	21.870618
11/6/15 22:38	21.766677
11/6/15 22:39	21.90335
11/6/15 22:40	21.892439
11/6/15 22:41	21.793093
11/6/15 22:42	21.870618
11/6/15 22:43	21.870043
11/6/15 22:44	21.818935
11/6/15 22:45	21.905647
11/6/15 22:46	21.911964
11/6/15 22:47	21.832143
11/6/15 22:48	21.928043
11/6/15 22:49	21.887845
11/6/15 22:50	21.827548
11/6/15 22:51	21.878657
11/6/15 22:52	21.967093
11/6/15 22:53	21.845925
11/6/15 22:54	21.840756
11/6/15 22:55	21.958479
11/6/15 22:56	21.90335
11/6/15 22:57	21.844202
11/6/15 22:58	21.853964
11/6/15 22:59	21.925746
11/6/15 23:00	21.901628
11/6/15 23:01	21.809172
11/6/15 23:02	21.859707
11/6/15 23:03	21.847073
11/6/15 23:04	21.886123
11/6/15 23:05	21.849944
11/6/15 23:06	21.796539
11/6/15 23:07	21.877509
11/6/15 23:08	21.927469
11/6/15 23:09	21.895311
11/6/15 23:10	21.862004
11/6/15 23:11	21.816063
11/6/15 23:12	21.897608
11/6/15 23:13	21.929192
11/6/15 23:14	21.9424
11/6/15 23:15	21.892439
11/6/15 23:16	21.810321
11/6/15 23:17	21.795964
11/6/15 23:18	21.798836
11/6/15 23:19	21.801707
11/6/15 23:20	21.848796
11/6/15 23:21	21.832143
11/6/15 23:22	21.859133
11/6/15 23:23	21.848796
11/6/15 23:24	21.816063
11/6/15 23:25	21.784479
11/6/15 23:26	21.809746
11/6/15 23:27	21.79539
11/6/15 23:28	21.744855
11/6/15 23:29	21.751172
11/6/15 23:30	21.747152
11/6/15 23:31	21.793093
11/6/15 23:32	21.810895
11/6/15 23:33	21.836737
11/6/15 23:34	21.825826
11/6/15 23:35	21.841331
11/6/15 23:36	21.841905
11/6/15 23:37	21.76036
11/6/15 23:38	21.804004
11/6/15 23:39	21.780459
11/6/15 23:40	21.755192
11/6/15 23:41	21.761509
11/6/15 23:42	21.716143
11/6/15 23:43	21.715568
11/6/15 23:44	21.731648
11/6/15 23:45	21.68743
11/6/15 23:46	21.697766
11/6/15 23:47	21.70638
11/6/15 23:48	21.632875
11/6/15 23:49	21.685707
11/6/15 23:50	21.634024
11/6/15 23:51	21.682836
11/6/15 23:52	21.66044
11/6/15 23:53	21.657568
11/6/15 23:54	21.668479
11/6/15 23:55	21.65642
11/6/15 23:56	21.672499
11/6/15 23:57	21.607608
11/6/15 23:58	21.615648
11/6/15 23:59	21.674796
11/7/15 0:00	21.679964
11/7/15 0:01	21.669054
11/7/15 0:02	21.64838
11/7/15 0:03	21.62541
11/7/15 0:04	21.647232
11/7/15 0:05	21.666182
11/7/15 0:06	21.639766
11/7/15 0:07	21.595549
11/7/15 0:08	21.612202
11/7/15 0:09	21.607608
11/7/15 0:10	21.572578
11/7/15 0:11	21.529509
11/7/15 0:12	21.550182
11/7/15 0:13	21.522618
11/7/15 0:14	21.51745
11/7/15 0:15	21.507687
11/7/15 0:16	21.481846
11/7/15 0:17	21.461173
