time_black_0706	CH4_black_0706
7/3/15 14:34	28.256354
7/3/15 14:39	28.215926
7/3/15 14:44	28.199158
7/3/15 14:49	28.171364
7/3/15 14:54	28.174924
7/3/15 14:59	28.142192
7/3/15 15:04	28.134382
7/3/15 15:09	28.110837
7/3/15 15:14	28.08557
7/3/15 15:19	28.082239
7/3/15 15:24	28.054101
7/3/15 15:29	28.056857
7/3/15 15:34	28.037103
7/3/15 15:39	28.006093
7/3/15 15:44	28.018726
7/3/15 15:49	28.007471
7/3/15 15:54	27.992196
7/3/15 15:59	27.963713
7/3/15 16:04	27.963368
7/3/15 16:09	27.927764
7/3/15 16:14	27.891586
7/3/15 16:19	27.893998
7/3/15 16:24	27.856327
7/3/15 16:29	27.851388
7/3/15 16:34	27.857935
7/3/15 16:39	27.840362
7/3/15 16:44	27.800968
7/3/15 16:49	27.781673
7/3/15 16:54	27.778457
7/3/15 16:59	27.794766
7/3/15 17:04	27.776735
7/3/15 17:09	27.767202
7/3/15 17:14	27.765709
7/3/15 17:19	27.724362
7/3/15 17:24	27.730335
7/3/15 17:29	27.6914
7/3/15 17:34	27.672794
7/3/15 17:39	27.653499
7/3/15 17:44	27.631448
7/3/15 17:49	27.592743
7/3/15 17:54	27.593202
7/3/15 17:59	27.581258
7/3/15 18:04	27.563456
7/3/15 18:09	27.559665
7/3/15 18:14	27.562996
7/3/15 18:19	27.552315
7/3/15 18:24	27.510739
7/3/15 18:29	27.493396
7/3/15 18:34	27.441369
7/3/15 18:39	27.442402
7/3/15 18:44	27.442173
7/3/15 18:49	27.424026
7/3/15 18:54	27.442287
7/3/15 18:59	27.424945
7/3/15 19:04	27.408866
7/3/15 19:09	27.372573
7/3/15 19:14	27.351785
7/3/15 19:19	27.33582
7/3/15 19:24	27.323187
7/3/15 19:29	27.299183
7/3/15 19:34	27.289994
7/3/15 19:39	27.268402
7/3/15 19:44	27.255998
7/3/15 19:49	27.263119
7/3/15 19:54	27.232913
7/3/15 19:59	27.212929
7/3/15 20:04	27.181919
7/3/15 20:09	27.149761
7/3/15 20:14	27.101523
7/3/15 20:19	27.078553
7/3/15 20:24	27.069595
7/3/15 20:29	27.063737
7/3/15 20:34	26.991266
7/3/15 20:39	26.958763
7/3/15 20:44	26.952102
7/3/15 20:49	26.914201
7/3/15 20:54	26.854937
