time_black_0707	CH4_black_0707
7/6/15 10:05	23.937138
7/6/15 10:10	23.845028
7/6/15 10:15	23.815051
7/6/15 10:20	23.778299
7/6/15 10:25	23.773935
7/6/15 10:30	23.738216
7/6/15 10:35	23.720529
7/6/15 10:40	23.729947
7/6/15 10:45	23.735689
7/6/15 10:50	23.733737
7/6/15 10:55	23.730291
7/6/15 11:00	23.77715
7/6/15 11:05	23.782319
7/6/15 11:10	23.814707
7/6/15 11:15	23.850655
7/6/15 11:20	23.836988
7/6/15 11:25	23.878794
7/6/15 11:30	23.860647
7/6/15 11:35	23.889016
7/6/15 11:40	23.864897
7/6/15 11:45	23.895562
7/6/15 11:50	23.885915
7/6/15 11:55	23.909574
7/6/15 12:00	23.857776
7/6/15 12:05	23.922667
7/6/15 12:10	23.881206
7/6/15 12:15	23.862715
7/6/15 12:20	23.907047
7/6/15 12:25	23.877531
7/6/15 12:30	23.825618
7/6/15 12:35	23.816659
7/6/15 12:40	23.847554
7/6/15 12:45	23.848473
7/6/15 12:50	23.846636
7/6/15 12:55	23.847439
7/6/15 13:00	23.834117
7/6/15 13:05	23.796675
7/6/15 13:10	23.799432
7/6/15 13:15	23.801958
7/6/15 13:20	23.775887
7/6/15 13:25	23.718576
7/6/15 13:30	23.684351
7/6/15 13:35	23.679871
7/6/15 13:40	23.690667
7/6/15 13:45	23.675507
7/6/15 13:50	23.677115
7/6/15 13:55	23.681479
7/6/15 14:00	23.667812
7/6/15 14:05	23.648058
7/6/15 14:10	23.597753
7/6/15 14:15	23.543658
7/6/15 14:20	23.525856
7/6/15 14:25	23.521147
7/6/15 14:30	23.514256
7/6/15 14:35	23.497028
7/6/15 14:40	23.500129
7/6/15 14:45	23.495879
7/6/15 14:50	23.46487
7/6/15 14:55	23.45281
7/6/15 15:00	23.429955
7/6/15 15:05	23.436386
7/6/15 15:10	23.408018
7/6/15 15:15	23.409856
7/6/15 15:20	23.432596
7/6/15 15:25	23.443278
7/6/15 15:30	23.426854
7/6/15 15:35	23.39148
7/6/15 15:40	23.365868
7/6/15 15:45	23.347836
7/6/15 15:50	23.332676
7/6/15 15:55	23.365293
7/6/15 16:00	23.388149
7/6/15 16:05	23.338878
7/6/15 16:10	23.312806
7/6/15 16:15	23.276398
7/6/15 16:20	23.257218
7/6/15 16:25	23.268359
7/6/15 16:30	23.289262
7/6/15 16:35	23.264109
7/6/15 16:40	23.22127
7/6/15 16:45	23.176363
7/6/15 16:50	23.170506
7/6/15 16:55	23.180383
7/6/15 17:00	23.206224
7/6/15 17:05	23.185436
7/6/15 17:10	23.125139
7/6/15 17:15	23.085516
7/6/15 17:20	23.055884
7/6/15 17:25	23.073686
7/6/15 17:30	23.109175
7/6/15 17:35	23.097575
7/6/15 17:40	23.073801
7/6/15 17:45	23.025104
7/6/15 17:50	22.954126
7/6/15 17:55	22.936438
7/6/15 18:00	22.93529
7/6/15 18:05	22.971928
7/6/15 18:10	22.970205
7/6/15 18:15	22.912549
7/6/15 18:20	22.866494
7/6/15 18:25	22.844787
7/6/15 18:30	22.804015
7/6/15 18:35	22.835025
7/6/15 18:40	22.852941
7/6/15 18:45	22.832613
7/6/15 18:50	22.796549
7/6/15 18:55	22.749001
7/6/15 19:00	22.715809
7/6/15 19:05	22.6763
7/6/15 19:10	22.684799
7/6/15 19:15	22.652526
7/6/15 19:20	22.645061
7/6/15 19:25	22.664815
7/6/15 19:30	22.680894
7/6/15 19:35	22.68055
7/6/15 19:40	22.668835
7/6/15 19:45	22.661025
7/6/15 19:50	22.646209
7/6/15 19:55	22.583156
7/6/15 20:00	22.561449
7/6/15 20:05	22.591195
7/6/15 20:10	22.616692
7/6/15 20:15	22.615084
7/6/15 20:20	22.577413
7/6/15 20:25	22.516082
7/6/15 20:30	22.556166
7/6/15 20:35	22.610261
7/6/15 20:40	22.56432
7/6/15 20:45	22.508273
7/6/15 20:50	22.535148
7/6/15 20:55	22.543417
7/6/15 21:00	22.5023
7/6/15 21:05	22.474162
7/6/15 21:10	22.510455
7/6/15 21:15	22.523203
7/6/15 21:20	22.446827
7/6/15 21:25	22.464284
7/6/15 21:30	22.470831
7/6/15 21:35	22.43695
7/6/15 21:40	22.419148
7/6/15 21:45	22.43316
7/6/15 21:50	22.419952
7/6/15 21:55	22.380098
7/6/15 22:00	22.342312
7/6/15 22:05	22.348859
7/6/15 22:10	22.368384
7/6/15 22:15	22.330712
7/6/15 22:20	22.270645
7/6/15 22:25	22.265821
7/6/15 22:30	22.255714
7/6/15 22:35	22.264099
7/6/15 22:40	22.25939
7/6/15 22:45	22.224704
7/6/15 22:50	22.168657
7/6/15 22:55	22.138796
7/6/15 23:00	22.133742
7/6/15 23:05	22.125932
7/6/15 23:10	22.129952
7/6/15 23:15	22.130526
7/6/15 23:20	22.108819
7/6/15 23:25	22.070459
7/6/15 23:30	22.052887
7/6/15 23:35	22.029802
7/6/15 23:40	21.980071
7/6/15 23:45	21.982827
7/6/15 23:50	21.962039
7/6/15 23:55	21.949176
7/7/15 0:00	21.95021
7/7/15 0:05	21.945386
7/7/15 0:10	21.938265
7/7/15 0:15	21.931489
7/7/15 0:20	21.910241
7/7/15 0:25	21.915639
7/7/15 0:30	21.900824
7/7/15 0:35	21.911735
7/7/15 0:40	21.88463
7/7/15 0:45	21.875097
7/7/15 0:50	21.850863
7/7/15 0:55	21.838344
7/7/15 1:00	21.806416
7/7/15 1:05	21.7916
7/7/15 1:10	21.772305
7/7/15 1:15	21.771042
7/7/15 1:20	21.735667
7/7/15 1:25	21.731762
7/7/15 1:30	21.712812
7/7/15 1:35	21.69857
7/7/15 1:40	21.677667
7/7/15 1:45	21.675026
7/7/15 1:50	21.662507
7/7/15 1:55	21.626559
7/7/15 2:00	21.636895
7/7/15 2:05	21.598075
7/7/15 2:10	21.607608
7/7/15 2:15	21.597501
7/7/15 2:20	21.58682
7/7/15 2:25	21.563505
7/7/15 2:30	21.566836
7/7/15 2:35	21.556959
7/7/15 2:40	21.526753
7/7/15 2:45	21.529739
7/7/15 2:50	21.529969
7/7/15 2:55	21.516875
7/7/15 3:00	21.513085
7/7/15 3:05	21.499188
7/7/15 3:10	21.507113
7/7/15 3:15	21.485062
7/7/15 3:20	21.47461
7/7/15 3:25	21.467834
