time_black_0708	CH4_black_0708
7/7/15 19:06	20.568088
7/7/15 19:11	20.545463
7/7/15 19:16	20.57854
7/7/15 19:21	20.579229
7/7/15 19:26	20.529613
7/7/15 19:31	20.443819
7/7/15 19:36	20.460243
7/7/15 19:41	20.472762
7/7/15 19:46	20.428888
7/7/15 19:51	20.368591
7/7/15 19:56	20.344588
7/7/15 20:01	20.355039
7/7/15 20:06	20.350675
7/7/15 20:11	20.308295
7/7/15 20:16	20.232378
7/7/15 20:21	20.219974
7/7/15 20:26	20.247194
7/7/15 20:31	20.247653
7/7/15 20:36	20.199071
7/7/15 20:41	20.138544
7/7/15 20:46	20.144287
7/7/15 20:51	20.162893
7/7/15 20:56	20.143942
7/7/15 21:01	20.078477
7/7/15 21:06	20.087895
7/7/15 21:11	20.097657
7/7/15 21:16	20.065154
7/7/15 21:21	20.034604
7/7/15 21:26	20.015768
7/7/15 21:31	20.035752
7/7/15 21:36	20.042184
7/7/15 21:41	20.00681
7/7/15 21:46	19.963511
7/7/15 21:51	19.9874
7/7/15 21:56	19.987055
7/7/15 22:01	19.981657
7/7/15 22:06	19.938014
7/7/15 22:11	19.925725
7/7/15 22:16	19.953174
7/7/15 22:21	19.963511
7/7/15 22:26	19.958113
7/7/15 22:31	19.940426
7/7/15 22:36	19.90574
7/7/15 22:41	19.899768
7/7/15 22:46	19.900687
7/7/15 22:51	19.910335
7/7/15 22:56	19.918948
7/7/15 23:01	19.921016
7/7/15 23:06	19.908497
7/7/15 23:11	19.882081
7/7/15 23:16	19.869677
7/7/15 23:21	19.857158
7/7/15 23:26	19.879784
7/7/15 23:31	19.892533
7/7/15 23:36	19.905051
7/7/15 23:41	19.893796
7/7/15 23:46	19.854287
7/7/15 23:51	19.831087
7/7/15 23:56	19.843032
7/8/15 0:01	19.854172
7/8/15 0:06	19.896782
7/8/15 0:11	19.875075
7/8/15 0:16	19.83637
7/8/15 0:21	19.844525
7/8/15 0:26	19.818913
7/8/15 0:31	19.835566
7/8/15 0:36	19.836141
7/8/15 0:41	19.864624
7/8/15 0:46	19.858766
7/8/15 0:51	19.85555
7/8/15 0:56	19.815467
7/8/15 1:01	19.804786
7/8/15 1:06	19.796287
7/8/15 1:11	19.81317
7/8/15 1:16	19.858996
7/8/15 1:21	19.840045
7/8/15 1:26	19.818339
7/8/15 1:31	19.789051
7/8/15 1:36	19.766311
7/8/15 1:41	19.791463
7/8/15 1:46	19.803638
7/8/15 1:51	19.818913
7/8/15 1:56	19.804901
7/8/15 2:01	19.772398
7/8/15 2:06	19.75138
7/8/15 2:11	19.731626
7/8/15 2:16	19.731741
7/8/15 2:21	19.750806
7/8/15 2:26	19.764473
7/8/15 2:31	19.748853
7/8/15 2:36	19.738287
7/8/15 2:41	19.708081
7/8/15 2:46	19.688901
7/8/15 2:51	19.668113
7/8/15 2:56	19.687638
7/8/15 3:01	19.705325
7/8/15 3:06	19.691428
7/8/15 3:11	19.68201
7/8/15 3:16	19.659844
7/8/15 3:21	19.642271
7/8/15 3:26	19.616889
7/8/15 3:31	19.611262
7/8/15 3:36	19.629178
7/8/15 3:41	19.621139
7/8/15 3:46	19.619416
7/8/15 3:51	19.609539
7/8/15 3:56	19.560727
7/8/15 4:01	19.554525
7/8/15 4:06	19.56578
7/8/15 4:11	19.569571
7/8/15 4:16	19.574165
7/8/15 4:21	19.558085
7/8/15 4:26	19.534656
7/8/15 4:31	19.509963
7/8/15 4:36	19.493539
7/8/15 4:41	19.487222
7/8/15 4:46	19.490782
7/8/15 4:51	19.511226
7/8/15 4:56	19.513064
7/8/15 5:01	19.479527
7/8/15 5:06	19.470454
7/8/15 5:11	19.443119
7/8/15 5:16	19.42325
7/8/15 5:21	19.402002
7/8/15 5:26	19.40361
7/8/15 5:31	19.409697
7/8/15 5:36	19.419804
7/8/15 5:41	19.403725
7/8/15 5:46	19.419689
7/8/15 5:51	19.410846
7/8/15 5:56	19.39603
7/8/15 6:01	19.369729
7/8/15 6:06	19.342394
7/8/15 6:11	19.319195
7/8/15 6:16	19.311844
7/8/15 6:21	19.292434
7/8/15 6:26	19.308628
7/8/15 6:31	19.314026
7/8/15 6:36	19.315175
7/8/15 6:41	19.298636
7/8/15 6:46	19.294272
7/8/15 6:51	19.270612
7/8/15 6:56	19.252006
7/8/15 7:01	19.238339
7/8/15 7:06	19.2071
7/8/15 7:11	19.206296
7/8/15 7:16	19.20262
7/8/15 7:21	19.19906
7/8/15 7:26	19.19883
7/8/15 7:31	19.192743
7/8/15 7:36	19.192628
7/8/15 7:41	19.178961
7/8/15 7:46	19.170117
7/8/15 7:51	19.138763
7/8/15 7:56	19.139452
7/8/15 8:01	19.125555
7/8/15 8:06	19.105801
7/8/15 8:11	19.077088
7/8/15 8:16	19.07146
7/8/15 8:21	19.062272
7/8/15 8:26	19.059171
7/8/15 8:31	19.054118
7/8/15 8:36	19.0447
7/8/15 8:41	19.035741
7/8/15 8:46	19.00944
7/8/15 8:51	19.021729
7/8/15 8:56	19.018514
7/8/15 9:01	19.032525
7/8/15 9:06	19.01392
7/8/15 9:11	18.996118
7/8/15 9:16	18.998989
7/8/15 9:21	18.998529
7/8/15 9:26	19.004272
7/8/15 9:31	18.96729
7/8/15 9:36	18.980268
7/8/15 9:41	18.954771
7/8/15 9:46	18.950407
7/8/15 9:51	18.942712
7/8/15 9:56	18.949373
7/8/15 10:01	18.943286
7/8/15 10:06	18.943975
7/8/15 10:11	18.941104
7/8/15 10:16	18.933409
7/8/15 10:21	18.925139
7/8/15 10:26	18.921924
7/8/15 10:31	18.904237
7/8/15 10:36	18.891143
7/8/15 10:41	18.866106
7/8/15 10:46	18.845547
7/8/15 10:51	18.852094
7/8/15 10:56	18.852209
7/8/15 11:01	18.835441
7/8/15 11:06	18.837393
7/8/15 11:11	18.839575
7/8/15 11:16	18.839575
7/8/15 11:21	18.848763
7/8/15 11:26	18.842102
7/8/15 11:31	18.847844
7/8/15 11:36	18.81626
7/8/15 11:41	18.783068
7/8/15 11:46	18.772272
7/8/15 11:51	18.759179
7/8/15 11:56	18.774569
7/8/15 12:01	18.790419
7/8/15 12:06	18.753666
7/8/15 12:11	18.721508
7/8/15 12:16	18.735979
7/8/15 12:21	18.751599
7/8/15 12:26	18.729777
7/8/15 12:31	18.715421
7/8/15 12:36	18.680506
