time_ion	CH4_ions
5/30/15 11:20	18.669136
5/30/15 11:21	18.66167
5/30/15 11:22	18.638126
5/30/15 11:23	18.662245
5/30/15 11:24	18.660522
5/30/15 11:25	18.605968
5/30/15 11:26	18.662245
5/30/15 11:27	18.684641
5/30/15 11:28	18.670284
5/30/15 11:29	18.659373
5/30/15 11:30	18.680621
5/30/15 11:31	18.678898
5/30/15 11:32	18.665116
5/30/15 11:33	18.660522
5/30/15 11:34	18.640997
5/30/15 11:35	18.649611
5/30/15 11:36	18.64674
5/30/15 11:37	18.653631
5/30/15 11:38	18.678898
5/30/15 11:39	18.719096
5/30/15 11:40	18.673156
5/30/15 11:41	18.721393
5/30/15 11:42	18.689235
5/30/15 11:43	18.712205
5/30/15 11:44	18.6967
5/30/15 11:45	18.674304
5/30/15 11:46	18.657076
5/30/15 11:47	18.688086
5/30/15 11:48	18.682344
5/30/15 11:49	18.66167
5/30/15 11:50	18.684066
5/30/15 11:51	18.678324
5/30/15 11:52	18.703591
5/30/15 11:53	18.674304
5/30/15 11:54	18.66971
5/30/15 11:55	18.703017
5/30/15 11:56	18.703591
5/30/15 11:57	18.697274
5/30/15 11:58	18.685215
5/30/15 11:59	18.708759
5/30/15 12:00	18.697849
5/30/15 12:01	18.690958
5/30/15 12:02	18.659948
5/30/15 12:03	18.663393
5/30/15 12:04	18.624918
5/30/15 12:05	18.67373
5/30/15 12:06	18.680621
5/30/15 12:07	18.668562
5/30/15 12:08	18.663967
5/30/15 12:09	18.701294
5/30/15 12:10	18.708759
5/30/15 12:11	18.674304
5/30/15 12:12	18.717373
5/30/15 12:13	18.720245
5/30/15 12:14	18.67775
5/30/15 12:15	18.674304
5/30/15 12:16	18.662245
5/30/15 12:17	18.641571
5/30/15 12:18	18.680621
5/30/15 12:19	18.67775
5/30/15 12:20	18.629512
5/30/15 12:21	18.657076
5/30/15 12:22	18.679472
5/30/15 12:23	18.675453
5/30/15 12:24	18.672007
5/30/15 12:25	18.657651
5/30/15 12:26	18.686363
5/30/15 12:27	18.681195
5/30/15 12:28	18.671433
5/30/15 12:29	18.658799
5/30/15 12:30	18.657076
5/30/15 12:31	18.678324
5/30/15 12:32	18.661096
5/30/15 12:33	18.663967
5/30/15 12:34	18.660522
5/30/15 12:35	18.676601
5/30/15 12:36	18.645591
5/30/15 12:37	18.654205
5/30/15 12:38	18.651334
5/30/15 12:39	18.634106
5/30/15 12:40	18.653057
5/30/15 12:41	18.655354
5/30/15 12:42	18.631809
5/30/15 12:43	18.639274
5/30/15 12:44	18.613433
5/30/15 12:45	18.653631
5/30/15 12:46	18.659373
5/30/15 12:47	18.588166
5/30/15 12:48	18.595631
5/30/15 12:49	18.629512
5/30/15 12:50	18.599076
5/30/15 12:51	18.599076
5/30/15 12:52	18.605968
5/30/15 12:53	18.605393
5/30/15 12:54	18.596205
5/30/15 12:55	18.60367
5/30/15 12:56	18.54969
5/30/15 12:57	18.571512
5/30/15 12:58	18.583571
5/30/15 12:59	18.569789
5/30/15 13:00	18.582423
5/30/15 13:01	18.585869
5/30/15 13:02	18.552562
5/30/15 13:03	18.5807
5/30/15 13:04	18.569215
5/30/15 13:05	18.557156
5/30/15 13:06	18.541076
5/30/15 13:07	18.541651
5/30/15 13:08	18.562898
5/30/15 13:09	18.569789
5/30/15 13:10	18.551987
5/30/15 13:11	18.558304
5/30/15 13:12	18.518106
5/30/15 13:13	18.542799
5/30/15 13:14	18.539354
5/30/15 13:15	18.510641
5/30/15 13:16	18.539354
5/30/15 13:17	18.515235
5/30/15 13:18	18.560027
5/30/15 13:19	18.522126
5/30/15 13:20	18.537057
5/30/15 13:21	18.529017
5/30/15 13:22	18.524423
5/30/15 13:23	18.51868
5/30/15 13:24	18.508918
5/30/15 13:25	18.508344
5/30/15 13:26	18.519255
5/30/15 13:27	18.509492
5/30/15 13:28	18.541076
5/30/15 13:29	18.528443
5/30/15 13:30	18.568067
5/30/15 13:31	18.508918
5/30/15 13:32	18.557156
5/30/15 13:33	18.540502
5/30/15 13:34	18.570364
5/30/15 13:35	18.517532
5/30/15 13:36	18.55773
5/30/15 13:37	18.525572
5/30/15 13:38	18.538205
5/30/15 13:39	18.514661
5/30/15 13:40	18.517532
5/30/15 13:41	18.492839
5/30/15 13:42	18.496859
5/30/15 13:43	18.489968
5/30/15 13:44	18.534185
5/30/15 13:45	18.473314
5/30/15 13:46	18.469869
5/30/15 13:47	18.468146
5/30/15 13:48	18.484225
5/30/15 13:49	18.473314
5/30/15 13:50	18.468146
5/30/15 13:51	18.468146
5/30/15 13:52	18.453215
5/30/15 13:53	18.47676
5/30/15 13:54	18.460681
5/30/15 13:55	18.464126
5/30/15 13:56	18.429096
5/30/15 13:57	18.458958
5/30/15 13:58	18.476185
5/30/15 13:59	18.464126
5/30/15 14:00	18.465849
5/30/15 14:01	18.457809
5/30/15 14:02	18.434839
5/30/15 14:03	18.462403
5/30/15 14:04	18.44575
5/30/15 14:05	18.432542
5/30/15 14:06	18.488245
5/30/15 14:07	18.483651
5/30/15 14:08	18.473888
5/30/15 14:09	18.459532
5/30/15 14:10	18.490542
5/30/15 14:11	18.506621
5/30/15 14:12	18.456661
5/30/15 14:13	18.487096
5/30/15 14:14	18.453789
5/30/15 14:15	18.463552
5/30/15 14:16	18.4647
5/30/15 14:17	18.488245
5/30/15 14:18	18.452641
5/30/15 14:19	18.477908
5/30/15 14:20	18.47676
5/30/15 14:21	18.442879
5/30/15 14:22	18.447473
5/30/15 14:23	18.416463
5/30/15 14:24	18.457809
5/30/15 14:25	18.44173
5/30/15 14:26	18.44173
5/30/15 14:27	18.44575
5/30/15 14:28	18.448621
5/30/15 14:29	18.409572
5/30/15 14:30	18.400958
5/30/15 14:31	18.388324
5/30/15 14:32	18.405552
5/30/15 14:33	18.398087
5/30/15 14:34	18.415888
5/30/15 14:35	18.388898
5/30/15 14:36	18.39177
5/30/15 14:37	18.382582
5/30/15 14:38	18.339512
5/30/15 14:39	18.353869
5/30/15 14:40	18.370522
5/30/15 14:41	18.376839
