time_Box1	CH4_Box1
5/29/15 12:43	23.380454
5/29/15 12:48	23.360699
5/29/15 12:53	23.327507
5/29/15 12:58	23.312117
5/29/15 13:03	23.326359
5/29/15 13:08	23.306719
5/29/15 13:13	23.299139
5/29/15 13:18	23.272608
5/29/15 13:23	23.256299
5/29/15 13:28	23.283634
5/29/15 13:33	23.254117
5/29/15 13:38	23.222533
5/29/15 13:43	23.23643
5/29/15 13:48	23.187848
5/29/15 13:53	23.166945
5/29/15 13:58	23.149947
5/29/15 14:03	23.149258
5/29/15 14:08	23.110094
5/29/15 14:13	23.11285
5/29/15 14:18	23.104466
5/29/15 14:23	23.094244
5/29/15 14:28	23.084252
5/29/15 14:33	23.076557
5/29/15 14:38	23.06243
5/29/15 14:43	23.013389
5/29/15 14:48	22.980771
5/29/15 14:53	22.965151
5/29/15 14:58	22.961935
5/29/15 15:03	22.927135
5/29/15 15:08	22.886478
5/29/15 15:13	22.887512
5/29/15 15:18	22.852712
5/29/15 15:23	22.81952
5/29/15 15:28	22.832613
5/29/15 15:33	22.820324
5/29/15 15:38	22.822161
5/29/15 15:43	22.786557
5/29/15 15:48	22.740961
5/29/15 15:53	22.727639
5/29/15 15:58	22.681124
5/29/15 16:03	22.681583
5/29/15 16:08	22.68009
5/29/15 16:13	22.658383
5/29/15 16:18	22.617496
5/29/15 16:23	22.594526
5/29/15 16:28	22.570063
5/29/15 16:33	22.558922
5/29/15 16:38	22.543647
5/29/15 16:43	22.516197
5/29/15 16:48	22.500922
5/29/15 16:53	22.482316
5/29/15 16:58	22.484728
5/29/15 17:03	22.468878
5/29/15 17:08	22.444071
5/29/15 17:13	22.408467
5/29/15 17:18	22.375734
5/29/15 17:23	22.356784
5/29/15 17:28	22.335995
5/29/15 17:33	22.297405
5/29/15 17:38	22.271564
5/29/15 17:43	22.270875
5/29/15 17:48	22.269841
5/29/15 17:53	22.258126
5/29/15 17:58	22.221144
5/29/15 18:03	22.196336
5/29/15 18:08	22.188297
5/29/15 18:13	22.156827
5/29/15 18:18	22.137417
5/29/15 18:23	22.111346
5/29/15 18:28	22.078614
5/29/15 18:33	22.02337
5/29/15 18:38	22.02693
5/29/15 18:43	22.035659
5/29/15 18:48	22.029113
5/29/15 18:53	22.015101
5/29/15 18:58	21.969275
5/29/15 19:03	21.942515
5/29/15 19:08	21.936428
5/29/15 19:13	21.897493
5/29/15 19:18	21.897263
5/29/15 19:23	21.868895
5/29/15 19:28	21.871996
5/29/15 19:33	21.856836
5/29/15 19:38	21.840871
5/29/15 19:43	21.846843
5/29/15 19:48	21.846499
5/29/15 19:53	21.806416
5/29/15 19:58	21.78804
5/29/15 20:03	21.78758
5/29/15 20:08	21.787006
5/29/15 20:13	21.784594
5/29/15 20:18	21.787695
5/29/15 20:23	21.762428
5/29/15 20:28	21.77219
5/29/15 20:33	21.747842
5/29/15 20:38	21.757259
5/29/15 20:43	21.723953
5/29/15 20:48	21.736471
5/29/15 20:53	21.745659
5/29/15 20:58	21.710055
5/29/15 21:03	21.690531
5/29/15 21:08	21.686166
5/29/15 21:13	21.666986
5/29/15 21:18	21.658258
5/29/15 21:23	21.627937
5/29/15 21:28	21.614155
5/29/15 21:33	21.606689
5/29/15 21:38	21.568444
5/29/15 21:43	21.540075
5/29/15 21:48	21.527786
5/29/15 21:53	21.496547
5/29/15 21:58	21.453592
5/29/15 22:03	21.420285
5/29/15 22:08	21.404091
5/29/15 22:13	21.384911
5/29/15 22:18	21.329438
5/29/15 22:23	21.310602
5/29/15 22:28	21.279937
5/29/15 22:33	21.259379
5/29/15 22:38	21.232618
5/29/15 22:43	21.182313
5/29/15 22:48	21.162444
5/29/15 22:53	21.14223
5/29/15 22:58	21.136258
5/29/15 23:03	21.128448
5/29/15 23:08	21.08067
5/29/15 23:13	21.045296
5/29/15 23:18	21.028757
5/29/15 23:23	21.012333
5/29/15 23:28	20.985688
5/29/15 23:33	20.96088
5/29/15 23:38	20.945949
5/29/15 23:43	20.951118
5/29/15 23:48	20.925965
5/29/15 23:53	20.922864
5/29/15 23:58	20.905177
5/30/15 0:03	20.89128
5/30/15 0:08	20.867736
5/30/15 0:13	20.847062
5/30/15 0:18	20.839138
5/30/15 0:23	20.805601
5/30/15 0:28	20.785617
5/30/15 0:33	20.753803
5/30/15 0:38	20.735427
5/30/15 0:43	20.734738
5/30/15 0:48	20.698904
5/30/15 0:53	20.671914
5/30/15 0:58	20.667205
5/30/15 1:03	20.638837
5/30/15 1:08	20.633439
5/30/15 1:13	20.595882
5/30/15 1:18	20.565562
5/30/15 1:23	20.557292
5/30/15 1:28	20.523871
5/30/15 1:33	20.514568
5/30/15 1:38	20.503886
5/30/15 1:43	20.473451
5/30/15 1:48	20.468282
5/30/15 1:53	20.449562
5/30/15 1:58	20.429003
5/30/15 2:03	20.402358
5/30/15 2:08	20.37709
5/30/15 2:13	20.359748
5/30/15 2:18	20.343784
5/30/15 2:23	20.347114
5/30/15 2:28	20.313118
5/30/15 2:33	20.297154
5/30/15 2:38	20.276136
5/30/15 2:43	20.233297
5/30/15 2:48	20.221237
5/30/15 2:53	20.190457
5/30/15 2:58	20.177019
5/30/15 3:03	20.160136
5/30/15 3:08	20.142449
5/30/15 3:13	20.120742
5/30/15 3:18	20.101332
5/30/15 3:23	20.082267
5/30/15 3:28	20.073309
5/30/15 3:33	20.074572
5/30/15 3:38	20.045515
5/30/15 3:43	20.024841
5/30/15 3:48	20.013356
5/30/15 3:53	20.003709
5/30/15 3:58	19.95616
5/30/15 4:03	19.940196
5/30/15 4:08	19.91757
5/30/15 4:13	19.897816
5/30/15 4:18	19.863705
5/30/15 4:23	19.865657
5/30/15 4:28	19.82523
5/30/15 4:33	19.826723
5/30/15 4:38	19.798469
5/30/15 4:43	19.803867
5/30/15 4:48	19.77458
5/30/15 4:53	19.763669
5/30/15 4:58	19.737943
5/30/15 5:03	19.737024
5/30/15 5:08	19.706244
5/30/15 5:13	19.673396
5/30/15 5:18	19.65858
5/30/15 5:23	19.619301
5/30/15 5:28	19.609424
5/30/15 5:33	19.586913
5/30/15 5:38	19.57761
5/30/15 5:43	19.560957
5/30/15 5:48	19.555559
5/30/15 5:53	19.541662
5/30/15 5:58	19.522137
5/30/15 6:03	19.502727
5/30/15 6:08	19.471947
5/30/15 6:13	19.445531
5/30/15 6:18	19.428188
5/30/15 6:23	19.416244
5/30/15 6:28	19.409008
5/30/15 6:33	19.388335
5/30/15 6:38	19.380181
5/30/15 6:43	19.364446
5/30/15 6:48	19.351123
5/30/15 6:53	19.33401
5/30/15 6:58	19.33424
5/30/15 7:03	19.292779
5/30/15 7:08	19.28049
5/30/15 7:13	19.250399
5/30/15 7:18	19.238913
5/30/15 7:23	19.216862
5/30/15 7:28	19.202391
5/30/15 7:33	19.177009
