time_black_0703	CH4_black_0703
7/2/15 20:21	25.266313
7/2/15 20:26	25.237371
7/2/15 20:31	25.206246
7/2/15 20:36	25.227494
7/2/15 20:41	25.248511
7/2/15 20:46	25.218305
7/2/15 20:51	25.181553
7/2/15 20:56	25.174088
7/2/15 21:01	25.141355
7/2/15 21:06	25.145949
7/2/15 21:11	25.180634
7/2/15 21:16	25.108737
7/2/15 21:21	25.088523
7/2/15 21:26	25.080254
7/2/15 21:31	25.112183
7/2/15 21:36	25.019727
7/2/15 21:41	24.98263
7/2/15 21:46	25.02168
7/2/15 21:51	24.951965
7/2/15 21:56	24.895918
7/2/15 22:01	24.932555
7/2/15 22:06	24.905221
7/2/15 22:11	24.822298
7/2/15 22:16	24.822298
7/2/15 22:21	24.823676
7/2/15 22:26	24.756603
7/2/15 22:31	24.725363
7/2/15 22:36	24.728464
7/2/15 22:41	24.722492
7/2/15 22:46	24.670005
7/2/15 22:51	24.627969
7/2/15 22:56	24.629692
7/2/15 23:01	24.625902
7/2/15 23:06	24.580076
7/2/15 23:11	24.547229
7/2/15 23:16	24.539189
7/2/15 23:21	24.544128
7/2/15 23:26	24.505423
7/2/15 23:31	24.46155
7/2/15 23:36	24.432263
7/2/15 23:41	24.448112
7/2/15 23:46	24.462469
7/2/15 23:51	24.434904
7/2/15 23:56	24.37989
7/3/15 0:01	24.340611
7/3/15 0:06	24.333605
7/3/15 0:11	24.347158
7/3/15 0:16	24.352096
7/3/15 0:21	24.327059
7/3/15 0:26	24.305007
7/3/15 0:31	24.262397
7/3/15 0:36	24.226104
7/3/15 0:41	24.229205
7/3/15 0:46	24.242873
7/3/15 0:51	24.26056
7/3/15 0:56	24.247811
7/3/15 1:01	24.211174
7/3/15 1:06	24.180853
7/3/15 1:11	24.170631
7/3/15 1:16	24.145938
7/3/15 1:21	24.154322
7/3/15 1:26	24.154782
7/3/15 1:31	24.153404
7/3/15 1:36	24.154667
7/3/15 1:41	24.128136
7/3/15 1:46	24.100227
7/3/15 1:51	24.084952
7/3/15 1:56	24.079095
7/3/15 2:01	24.07094
7/3/15 2:06	24.064164
7/3/15 2:11	24.051875
7/3/15 2:16	24.042342
7/3/15 2:21	24.052794
7/3/15 2:26	24.038667
7/3/15 2:31	24.026033
7/3/15 2:36	24.007657
7/3/15 2:41	24.006853
7/3/15 2:46	23.98618
7/3/15 2:51	23.990774
7/3/15 2:56	23.973661
7/3/15 3:01	23.961946
7/3/15 3:06	23.942077
7/3/15 3:11	23.922782
7/3/15 3:16	23.901764
7/3/15 3:21	23.915087
7/3/15 3:26	23.911756
7/3/15 3:31	23.919336
7/3/15 3:36	23.890509
7/3/15 3:41	23.88603
7/3/15 3:46	23.882354
7/3/15 3:51	23.87776
7/3/15 3:56	23.856628
7/3/15 4:01	23.844339
7/3/15 4:06	23.842271
7/3/15 4:11	23.822287
7/3/15 4:16	23.809309
7/3/15 4:21	23.8046
7/3/15 4:26	23.802877
7/3/15 4:31	23.802992
7/3/15 4:36	23.783123
7/3/15 4:41	23.789899
7/3/15 4:46	23.76578
7/3/15 4:51	23.763943
7/3/15 4:56	23.756592
7/3/15 5:01	23.737642
7/3/15 5:06	23.735459
7/3/15 5:11	23.732129
7/3/15 5:16	23.718117
7/3/15 5:21	23.716164
7/3/15 5:26	23.694228
7/3/15 5:31	23.684695
7/3/15 5:36	23.676656
7/3/15 5:41	23.658624
7/3/15 5:46	23.637376
7/3/15 5:51	23.647254
7/3/15 5:56	23.630256
7/3/15 6:01	23.655523
7/3/15 6:06	23.639329
7/3/15 6:11	23.621527
7/3/15 6:16	23.613028
7/3/15 6:21	23.589713
7/3/15 6:26	23.588909
7/3/15 6:31	23.56146
7/3/15 6:36	23.559852
7/3/15 6:41	23.53022
7/3/15 6:46	23.535733
7/3/15 6:51	23.512992
7/3/15 6:56	23.509776
7/3/15 7:01	23.502196
7/3/15 7:06	23.483361
7/3/15 7:11	23.501277
7/3/15 7:16	23.491745
7/3/15 7:21	23.461883
7/3/15 7:26	23.471072
7/3/15 7:31	23.454418
7/3/15 7:36	23.446838
7/3/15 7:41	23.446723
7/3/15 7:46	23.429151
7/3/15 7:51	23.427658
7/3/15 7:56	23.408133
7/3/15 8:01	23.398715
7/3/15 8:06	23.368854
7/3/15 8:11	23.379994
7/3/15 8:16	23.353693
7/3/15 8:21	23.335088
7/3/15 8:26	23.34129
7/3/15 8:31	23.330838
7/3/15 8:36	23.306375
7/3/15 8:41	23.308672
7/3/15 8:46	23.287424
7/3/15 8:51	23.276284
7/3/15 8:56	23.238842
7/3/15 9:01	23.226898
7/3/15 9:06	23.210244
7/3/15 9:11	23.198529
7/3/15 9:16	23.174296
7/3/15 9:21	23.166486
7/3/15 9:26	23.152933
7/3/15 9:31	23.119282
7/3/15 9:36	23.107797
7/3/15 9:41	23.10102
7/3/15 9:46	23.065876
7/3/15 9:51	23.069551
7/3/15 9:56	23.050601
7/3/15 10:01	23.03544
7/3/15 10:06	23.051864
7/3/15 10:11	23.029468
7/3/15 10:16	23.024989
7/3/15 10:21	23.012929
7/3/15 10:26	22.993749
7/3/15 10:31	22.969171
7/3/15 10:36	22.91186
7/3/15 10:41	22.876486
7/3/15 10:46	22.889005
7/3/15 10:51	22.839274
7/3/15 10:56	22.795056
7/3/15 11:01	22.77668
7/3/15 11:06	22.745326
7/3/15 11:11	22.685833
7/3/15 11:16	22.678023
7/3/15 11:21	22.681468
7/3/15 11:26	22.658843
7/3/15 11:31	22.611754
7/3/15 11:36	22.563631
7/3/15 11:41	22.558577
7/3/15 11:46	22.57569
7/3/15 11:51	22.564205
7/3/15 11:56	22.538708
7/3/15 12:01	22.482546
7/3/15 12:06	22.457738
7/3/15 12:11	22.44809
7/3/15 12:16	22.45257
7/3/15 12:21	22.436261
7/3/15 12:26	22.4327
7/3/15 12:31	22.408467
7/3/15 12:36	22.404791
7/3/15 12:41	22.381706
7/3/15 12:46	22.39434
7/3/15 12:51	22.375619
7/3/15 12:56	22.346332
7/3/15 13:01	22.324281
7/3/15 13:06	22.317734
